position,lap_time_ms,year,month,day,circuit_id,driver_number,driver_age,pit_next_lap,stint,race_progressed,nationality_id,compound_id,tyre_life,position_change,fast_stop
5,122455,2024,6,9,7,44,41,0,3,0.771428571,5,2,11,0,0
19,112143,2024,6,9,7,27,39,0,1,0.171428571,12,5,12,-11,0
18,123974,2024,6,9,7,27,39,0,2,0.357142857,12,4,13,0,0
12,102199,2024,6,9,7,27,39,0,3,0.628571429,12,4,19,-1,0
12,124957,2024,6,9,7,16,28,0,1,0.357142857,16,4,25,-1,0
19,138750,2024,6,9,7,16,28,0,2,0.4,16,4,3,-7,0
19,133657,2024,6,9,7,16,28,0,3,0.442857143,16,3,3,0,0
12,115419,2024,6,9,7,20,33,0,1,0.1,8,5,7,-8,0
15,129198,2024,6,9,7,20,33,0,2,0.357142857,8,4,18,-2,0
17,102982,2024,6,9,7,20,33,0,3,0.585714286,8,4,16,-2,0
14,122225,2024,6,9,7,20,33,0,4,0.771428571,8,2,13,0,0
2,141631,2024,6,9,7,4,26,0,1,0.371428571,5,4,26,-1,1
1,99824,2024,6,9,7,4,26,0,2,0.671428571,5,4,21,0,0
9,101451,2024,6,9,7,31,29,0,1,0.628571429,11,4,44,0,0
17,136416,2024,6,9,7,11,36,0,1,0.357142857,15,4,25,-1,0
15,102006,2024,6,9,7,11,36,0,2,0.614285714,15,4,18,-2,0
4,113473,2024,6,9,7,81,25,0,1,0.357142857,3,4,25,0,0
4,99843,2024,6,9,7,81,25,0,2,0.628571429,3,4,19,0,1
10,133160,2024,6,9,7,3,37,0,1,0.371428571,3,4,26,-3,0
13,101557,2024,6,9,7,3,37,0,2,0.614285714,3,4,17,-2,0
3,112822,2024,6,9,7,63,28,0,1,0.357142857,5,4,25,0,0
3,101273,2024,6,9,7,63,28,0,2,0.642857143,5,4,20,-1,0
4,121423,2024,6,9,7,63,28,0,3,0.771428571,5,3,9,-1,0
14,131649,2024,6,9,7,55,31,0,1,0.357142857,18,4,25,-2,0
14,101456,2024,6,9,7,55,31,0,2,0.614285714,18,4,18,-2,0
9,123142,2024,6,9,7,18,27,0,1,0.357142857,6,4,25,-1,0
8,101732,2024,6,9,7,18,27,0,2,0.628571429,6,4,19,0,0
7,102357,2024,6,9,7,22,26,0,1,0.628571429,14,4,44,-1,0
2,113896,2024,6,9,7,33,28,0,1,0.357142857,9,4,25,0,0
2,100612,2024,6,9,7,33,28,0,2,0.642857143,9,4,20,-1,0
19,111792,2024,6,9,7,24,27,0,1,0.342857143,7,4,24,0,0
18,145739,2024,6,9,7,24,27,0,2,0.628571429,7,4,20,-6,0
17,120698,2024,6,9,7,24,27,0,3,0.742857143,7,2,8,1,0
20,97229,2025,6,15,7,23,30,0,1,0.328571429,19,2,27,-8,0
17,95382,2025,6,15,7,14,45,0,1,0.214285714,18,2,19,-12,0
12,92749,2025,6,15,7,14,45,0,2,0.714285714,18,3,36,-4,1
8,99524,2025,6,15,7,14,45,1,3,0.942857143,18,3,17,0,1
7,113748,2025,6,15,7,14,45,1,4,0.957142857,18,3,18,1,1
7,99322,2025,6,15,7,14,45,1,5,0.971428571,18,3,19,0,1
7,96570,2025,6,15,7,14,45,0,6,0.985714286,18,3,20,0,1
9,93110,2025,6,15,7,12,19,0,1,0.2,13,2,20,-8,1
5,91064,2025,6,15,7,12,19,0,2,0.542857143,13,3,25,-3,1
3,104172,2025,6,15,7,12,19,1,3,0.957142857,13,3,29,0,1
3,123303,2025,6,15,7,12,19,1,4,0.971428571,13,3,30,0,1
3,123706,2025,6,15,7,12,19,0,5,0.985714286,13,3,31,0,1
20,95065,2025,6,15,7,38,21,0,1,0.257142857,5,2,18,-8,0
12,118863,2025,6,15,7,38,21,1,2,0.942857143,5,3,48,0,0
11,116832,2025,6,15,7,38,21,1,3,0.957142857,5,1,1,1,1
11,107065,2025,6,15,7,38,21,0,4,0.971428571,5,1,2,0,1
18,93551,2025,6,15,7,5,21,0,1,0.7,4,3,49,-5,0
15,113764,2025,6,15,7,5,21,1,2,0.942857143,4,2,17,0,1
14,117562,2025,6,15,7,5,21,1,3,0.957142857,4,2,18,1,1
14,106030,2025,6,15,7,5,21,0,4,0.971428571,4,2,19,0,1
19,95104,2025,6,15,7,43,23,0,1,0.2,2,2,19,-9,0
14,114740,2025,6,15,7,43,23,1,2,0.942857143,2,3,52,0,1
13,116920,2025,6,15,7,43,23,1,3,0.957142857,2,3,53,1,1
13,105834,2025,6,15,7,43,23,0,4,0.971428571,2,3,54,0,1
17,93243,2025,6,15,7,10,30,0,1,0.757142857,11,3,53,-1,0
16,116515,2025,6,15,7,10,30,1,2,0.942857143,11,2,13,0,1
15,115427,2025,6,15,7,10,30,1,3,0.957142857,11,2,14,1,1
15,106730,2025,6,15,7,10,30,0,4,0.971428571,11,2,15,0,1
20,96665,2025,6,15,7,6,21,0,1,0.185714286,11,2,13,-8,0
17,121476,2025,6,15,7,6,21,1,2,0.942857143,11,3,54,0,0
16,115651,2025,6,15,7,6,21,1,3,0.957142857,11,1,4,1,1
16,102898,2025,6,15,7,6,21,0,4,0.971428571,11,1,5,0,1
9,94965,2025,6,15,7,44,41,0,1,0.214285714,5,2,15,-7,0
7,92121,2025,6,15,7,44,41,0,2,0.642857143,5,3,30,0,1
6,115724,2025,6,15,7,44,41,1,3,0.957142857,5,3,22,1,1
6,110618,2025,6,15,7,44,41,1,4,0.971428571,5,3,23,0,1
6,97731,2025,6,15,7,44,41,0,5,0.985714286,5,3,24,0,1
17,94418,2025,6,15,7,27,39,0,1,0.271428571,12,2,19,-10,1
9,101808,2025,6,15,7,27,39,1,2,0.942857143,12,3,47,0,1
8,112362,2025,6,15,7,27,39,1,3,0.957142857,12,3,48,1,1
8,99180,2025,6,15,7,27,39,1,4,0.971428571,12,3,49,0,1
8,96855,2025,6,15,7,27,39,0,5,0.985714286,12,3,50,0,1
20,93990,2025,6,15,7,30,24,0,1,0.542857143,17,3,39,-5,1
6,91967,2025,6,15,7,16,28,0,1,0.4,16,3,28,-3,1
6,91576,2025,6,15,7,16,28,0,2,0.757142857,16,3,25,-5,0
5,112504,2025,6,15,7,16,28,1,3,0.957142857,16,2,14,1,1
5,114938,2025,6,15,7,16,28,1,4,0.971428571,16,2,15,0,1
5,110800,2025,6,15,7,16,28,0,5,0.985714286,16,2,16,0,1
5,92211,2025,6,15,7,4,26,0,1,0.414285714,5,3,29,-4,1
6,91610,2025,6,15,7,4,26,0,2,0.671428571,5,2,18,-5,1
10,93711,2025,6,15,7,31,29,0,1,0.814285714,11,3,57,-2,0
10,106256,2025,6,15,7,31,29,1,2,0.942857143,11,2,9,0,1
9,117088,2025,6,15,7,31,29,1,3,0.957142857,11,2,10,1,1
9,123241,2025,6,15,7,31,29,0,4,0.971428571,11,2,11,0,1
7,92816,2025,6,15,7,81,25,0,1,0.228571429,3,2,16,-6,1
5,91172,2025,6,15,7,81,25,0,2,0.642857143,3,3,29,-4,1
4,111532,2025,6,15,7,81,25,1,3,0.957142857,3,3,22,0,0
4,118447,2025,6,15,7,81,25,1,4,0.971428571,3,1,4,0,1
4,123935,2025,6,15,7,81,25,0,5,0.985714286,3,1,5,0,1
7,92351,2025,6,15,7,63,28,0,1,0.185714286,5,2,16,-6,1
4,92340,2025,6,15,7,63,28,0,2,0.6,5,3,30,-3,0
1,103500,2025,6,15,7,63,28,1,3,0.957142857,5,3,25,0,1
1,126769,2025,6,15,7,63,28,1,4,0.971428571,5,3,26,0,1
1,123817,2025,6,15,7,63,28,0,5,0.985714286,5,3,27,0,1
11,93451,2025,6,15,7,55,31,0,1,0.814285714,18,3,57,-1,1
11,105951,2025,6,15,7,55,31,1,2,0.942857143,18,2,9,0,1
10,117479,2025,6,15,7,55,31,1,3,0.957142857,18,2,10,1,1
10,123540,2025,6,15,7,55,31,0,4,0.971428571,18,2,11,0,1
19,93814,2025,6,15,7,18,27,0,1,0.342857143,6,3,25,-6,0
19,103588,2025,6,15,7,18,27,0,2,0.728571429,6,3,28,-3,0
18,123386,2025,6,15,7,18,27,1,3,0.942857143,6,2,15,0,0
17,115934,2025,6,15,7,18,27,1,4,0.957142857,6,1,1,1,1
17,101811,2025,6,15,7,18,27,0,5,0.971428571,6,1,2,0,1
15,94420,2025,6,15,7,22,26,0,1,0.8,14,3,56,-3,0
13,113199,2025,6,15,7,22,26,1,2,0.942857143,14,2,10,0,1
12,117242,2025,6,15,7,22,26,1,3,0.957142857,14,2,11,1,1
12,106349,2025,6,15,7,22,26,0,4,0.971428571,14,2,12,0,1
9,93110,2025,6,15,7,33,28,0,1,0.171428571,9,2,15,-7,0
6,91919,2025,6,15,7,33,28,0,2,0.528571429,9,3,25,-4,1
2,103478,2025,6,15,7,33,28,1,3,0.957142857,9,3,30,0,1
2,125276,2025,6,15,7,33,28,1,4,0.971428571,9,3,31,0,1
2,123745,2025,6,15,7,33,28,0,5,0.985714286,9,3,32,0,1
14,108371,2024,4,21,17,23,30,0,1,0.160714286,19,2,9,-2,1
14,136590,2024,4,21,17,23,30,0,2,0.410714286,19,2,14,0,0
7,108048,2024,4,21,17,14,45,0,1,0.196428571,18,2,11,-3,1
5,137153,2024,4,21,17,14,45,0,2,0.410714286,18,3,12,-1,1
7,105953,2024,4,21,17,14,45,0,3,0.767857143,18,1,20,-2,1
11,107977,2024,4,21,17,77,36,0,1,0.160714286,10,2,9,-1,1
11,108722,2024,4,21,17,10,30,0,1,0.196428571,11,2,11,-2,0
19,138481,2024,4,21,17,10,30,0,2,0.410714286,11,3,12,-1,0
16,106348,2024,4,21,17,10,30,0,3,0.678571429,11,3,15,-3,1
17,107942,2024,4,21,17,44,41,0,1,0.160714286,5,1,9,-1,1
14,122779,2024,4,21,17,44,41,0,2,0.375,5,2,12,-2,1
15,109064,2024,4,21,17,27,39,0,1,0.142857143,12,2,8,-4,1
9,137671,2024,4,21,17,27,39,0,2,0.410714286,12,3,15,0,1
4,111969,2024,4,21,17,16,28,0,1,0.375,16,2,21,-1,1
14,110262,2024,4,21,17,20,33,0,1,0.303571429,8,3,17,-4,1
17,160588,2024,4,21,17,20,33,0,2,0.482142857,8,,,-4,0
2,138646,2024,4,21,17,4,26,0,1,0.392857143,5,2,22,0,1
13,108290,2024,4,21,17,31,29,0,1,0.160714286,11,2,9,-2,1
11,137613,2024,4,21,17,31,29,0,2,0.410714286,11,3,14,-1,1
3,106866,2024,4,21,17,11,36,0,1,0.232142857,15,2,13,-1,1
2,137492,2024,4,21,17,11,36,0,2,0.410714286,15,3,10,1,1
6,107643,2024,4,21,17,81,25,0,1,0.285714286,3,2,16,-2,1
5,137575,2024,4,21,17,81,25,0,2,0.428571429,3,2,9,1,1
9,107802,2024,4,21,17,3,37,0,1,0.25,3,2,14,-2,1
8,108016,2024,4,21,17,63,28,0,1,0.196428571,5,2,11,-1,1
7,138074,2024,4,21,17,63,28,0,2,0.410714286,5,2,12,-1,1
5,107863,2024,4,21,17,55,31,0,1,0.303571429,18,2,17,-1,1
12,109069,2024,4,21,17,2,25,0,1,0.214285714,1,1,12,0,1
12,135351,2024,4,21,17,2,25,0,2,0.428571429,1,2,12,3,1
9,107714,2024,4,21,17,18,27,0,1,0.160714286,6,1,9,0,0
9,118981,2024,4,21,17,18,27,0,2,0.375,6,2,12,-1,1
19,155395,2024,4,21,17,18,27,0,3,0.464285714,6,,,-9,0
17,105678,2024,4,21,17,18,27,0,4,0.625,6,2,9,-1,0
19,108430,2024,4,21,17,22,26,0,1,0.142857143,14,1,8,-3,1
13,137702,2024,4,21,17,22,26,0,2,0.410714286,14,2,15,-1,1
1,106526,2024,4,21,17,33,28,0,1,0.232142857,9,2,13,0,1
1,137938,2024,4,21,17,33,28,0,2,0.410714286,9,3,10,0,1
20,109478,2024,4,21,17,24,27,0,1,0.142857143,7,2,8,-1,1
16,137614,2024,4,21,17,24,27,0,2,0.410714286,7,3,15,-1,0
15,106271,2024,4,21,17,24,27,0,3,0.714285714,7,3,17,-2,1
6,104708,2025,3,23,17,23,30,0,1,0.357142857,19,2,20,-3,1
8,104270,2025,3,23,17,12,19,0,1,0.214285714,13,2,12,-1,1
9,103800,2025,3,23,17,38,21,0,1,0.464285714,5,3,26,-1,1
20,123657,2025,3,23,17,5,21,0,1,0.017857143,4,2,1,0,1
18,103974,2025,3,23,17,5,21,0,2,0.464285714,4,3,25,0,1
16,103650,2025,3,23,17,61,23,0,1,0.196428571,3,2,11,-1,1
16,104157,2025,3,23,17,10,30,0,1,0.178571429,11,2,10,-4,1
10,103647,2025,3,23,17,6,21,0,1,0.214285714,11,2,12,-2,1
12,102744,2025,3,23,17,6,21,0,2,0.589285714,11,3,21,-1,1
5,103379,2025,3,23,17,44,41,0,1,0.232142857,5,2,13,-1,1
6,102451,2025,3,23,17,44,41,0,2,0.660714286,5,3,24,-1,1
18,105305,2025,3,23,17,27,39,0,1,0.357142857,12,2,20,-2,1
10,103770,2025,3,23,17,30,24,0,1,0.321428571,17,3,18,1,1
17,102962,2025,3,23,17,30,24,0,2,0.535714286,17,2,12,-1,1
2,102863,2025,3,23,17,16,28,0,1,0.267857143,16,2,15,1,1
1,103269,2025,3,23,17,4,26,0,1,0.267857143,5,2,15,0,1
13,104123,2025,3,23,17,31,29,0,1,0.196428571,11,2,11,-3,1
2,102626,2025,3,23,17,81,25,0,1,0.25,3,2,14,-1,0
4,103046,2025,3,23,17,63,28,0,1,0.25,5,2,14,-1,1
10,105121,2025,3,23,17,55,31,0,1,0.303571429,18,2,17,-4,1
8,102687,2025,3,23,17,18,27,0,1,0.642857143,6,3,36,-1,1
11,103845,2025,3,23,17,22,26,0,1,0.196428571,14,2,11,-3,1
10,102522,2025,3,23,17,22,26,0,2,0.625,14,3,24,-2,1
17,106754,2025,3,23,17,22,26,0,3,0.821428571,14,3,11,-3,0
6,102610,2025,3,23,17,33,28,0,1,0.232142857,9,2,13,0,1
9,81291,2022,9,4,39,23,30,0,1,0.291666667,19,2,21,-2,1
12,80291,2022,9,4,39,23,30,0,2,0.583333333,19,2,21,0,1
12,93432,2022,9,4,39,23,30,1,3,0.763888889,19,3,13,0,1
12,129526,2022,9,4,39,23,30,0,4,0.777777778,19,1,1,0,1
12,80795,2022,9,4,39,14,45,0,1,0.166666667,18,1,12,0,1
7,91663,2022,9,4,39,14,45,0,2,0.652777778,18,3,35,0,1
8,107501,2022,9,4,39,14,45,0,3,0.791666667,18,1,10,0,1
11,81455,2022,9,4,39,77,36,0,1,0.222222222,10,1,16,-1,1
14,80292,2022,9,4,39,77,36,0,2,0.472222222,10,1,18,-1,1
16,82423,2022,9,4,39,10,30,0,1,0.152777778,11,1,14,-3,1
13,80952,2022,9,4,39,10,30,0,2,0.444444444,11,2,22,-1,1
11,105276,2022,9,4,39,10,30,1,3,0.777777778,11,3,25,0,1
11,103309,2022,9,4,39,10,30,0,4,0.791666667,11,1,1,0,1
2,79848,2022,9,4,39,44,41,0,1,0.402777778,5,2,29,-1,1
2,103647,2022,9,4,39,44,41,0,2,0.666666667,5,3,19,0,1
1,139436,2022,9,4,39,44,41,0,3,0.791666667,5,2,9,1,1
15,82198,2022,9,4,39,6,31,0,1,0.180555556,6,1,13,2,1
20,80950,2022,9,4,39,6,31,0,2,0.361111111,6,2,13,0,1
18,88734,2022,9,4,39,6,31,1,3,0.75,6,3,28,1,1
18,155750,2022,9,4,39,6,31,0,4,0.763888889,6,,,0,1
2,80164,2022,9,4,39,16,28,0,1,0.236111111,16,1,20,0,1
3,81109,2022,9,4,39,16,28,0,2,0.625,16,2,28,-1,1
4,96578,2022,9,4,39,16,28,1,3,0.777777778,16,3,11,0,1
4,128137,2022,9,4,39,16,28,0,4,0.791666667,16,1,4,0,1
12,81438,2022,9,4,39,20,33,0,1,0.194444444,8,2,14,2,1
16,81059,2022,9,4,39,20,33,0,2,0.472222222,8,2,20,1,0
17,105471,2022,9,4,39,20,33,0,3,0.652777778,8,3,13,0,0
15,109584,2022,9,4,39,20,33,0,4,0.777777778,8,1,12,1,1
10,81444,2022,9,4,39,47,27,0,1,0.180555556,12,2,13,0,0
15,83640,2022,9,4,39,47,27,0,2,0.458333333,12,2,20,-1,1
16,103655,2022,9,4,39,47,27,0,3,0.652777778,12,3,14,0,1
13,109555,2022,9,4,39,47,27,0,4,0.777777778,12,1,11,1,1
5,80833,2022,9,4,39,4,26,0,1,0.236111111,5,2,17,0,1
6,90208,2022,9,4,39,4,26,0,2,0.652777778,5,3,30,0,1
7,104705,2022,9,4,39,4,26,0,3,0.791666667,5,1,13,0,1
6,81031,2022,9,4,39,31,29,0,1,0.25,11,1,18,0,1
9,108772,2022,9,4,39,31,29,1,2,0.777777778,11,3,38,-2,1
9,123650,2022,9,4,39,31,29,0,3,0.791666667,11,1,4,0,1
6,80281,2022,9,4,39,11,36,0,1,0.194444444,15,1,19,-1,1
5,79441,2022,9,4,39,11,36,0,2,0.555555556,15,2,26,0,1
5,96708,2022,9,4,39,11,36,1,3,0.777777778,15,3,16,0,1
5,127915,2022,9,4,39,11,36,0,4,0.791666667,15,2,1,0,1
17,82628,2022,9,4,39,3,37,0,1,0.152777778,3,1,11,-1,1
19,80852,2022,9,4,39,3,37,0,2,0.375,3,2,16,-1,1
18,107517,2022,9,4,39,3,37,0,3,0.652777778,3,3,20,0,1
17,105119,2022,9,4,39,3,37,1,4,0.763888889,3,1,8,0,1
17,128784,2022,9,4,39,3,37,0,5,0.777777778,3,1,1,0,1
2,79790,2022,9,4,39,63,28,0,1,0.430555556,5,2,31,0,1
3,107571,2022,9,4,39,63,28,0,2,0.666666667,5,3,17,0,1
2,138880,2022,9,4,39,63,28,0,3,0.791666667,5,2,9,1,1
4,80366,2022,9,4,39,55,31,0,1,0.194444444,18,1,17,-1,0
5,80161,2022,9,4,39,55,31,0,2,0.597222222,18,2,29,0,1
6,103506,2022,9,4,39,55,31,0,3,0.791666667,18,3,14,0,1
6,80529,2022,9,4,39,18,27,0,1,0.222222222,6,1,16,0,1
9,80393,2022,9,4,39,18,27,0,2,0.527777778,6,2,23,-1,1
10,107511,2022,9,4,39,18,27,1,3,0.777777778,6,3,19,0,1
10,119286,2022,9,4,39,18,27,0,4,0.791666667,6,1,4,0,1
11,81202,2022,9,4,39,22,26,0,1,0.180555556,14,1,16,0,1
11,80208,2022,9,4,39,22,26,1,2,0.583333333,14,2,30,-1,1
20,208313,2022,9,4,39,22,26,0,3,0.597222222,14,,,-9,0
1,79428,2022,9,4,39,33,28,0,1,0.25,9,1,18,0,1
1,99284,2022,9,4,39,33,28,0,2,0.666666667,9,2,30,0,1
1,86101,2022,9,4,39,33,28,1,3,0.777777778,9,3,8,0,1
3,154609,2022,9,4,39,33,28,0,4,0.791666667,9,,,-2,1
18,82119,2022,9,4,39,5,39,0,1,0.125,12,1,9,-1,1
14,80736,2022,9,4,39,5,39,0,2,0.486111111,12,2,27,1,1
15,104812,2022,9,4,39,5,39,0,3,0.666666667,12,3,14,0,1
14,110561,2022,9,4,39,5,39,0,4,0.777777778,12,1,8,1,1
15,81319,2022,9,4,39,24,27,0,1,0.166666667,7,1,12,-2,1
12,81990,2022,9,4,39,24,27,0,2,0.513888889,7,1,28,0,0
13,99384,2022,9,4,39,24,27,1,3,0.763888889,7,2,18,0,1
16,126368,2022,9,4,39,24,27,0,4,0.777777778,7,1,4,-3,1
5,79870,2023,8,27,39,23,30,0,1,0.611111111,19,1,44,0,1
4,93951,2023,8,27,39,23,30,0,2,0.847222222,19,2,17,2,1
9,2544728,2023,8,27,39,23,30,0,4,0.888888889,19,,,0,0
5,110145,2023,8,27,39,14,45,0,1,0.027777778,18,1,2,-2,1
5,88333,2023,8,27,39,14,45,0,2,0.138888889,18,4,8,0,1
2,79319,2023,8,27,39,14,45,0,3,0.666666667,18,1,38,0,0
2,89136,2023,8,27,39,14,45,0,4,0.847222222,18,1,15,1,1
13,101521,2023,8,27,39,77,36,0,1,0.222222222,10,1,16,1,1
13,79539,2023,8,27,39,77,36,0,2,0.652777778,10,2,31,0,1
17,80755,2023,8,27,39,77,36,0,3,0.819444444,10,1,12,0,1
15,2513847,2023,8,27,39,77,36,0,5,0.888888889,10,,,0,0
16,103893,2023,8,27,39,10,30,0,1,0.013888889,11,1,1,0,0
3,88328,2023,8,27,39,10,30,0,2,0.152777778,11,4,16,0,1
3,79173,2023,8,27,39,10,30,0,3,0.638888889,11,1,35,1,0
4,80355,2023,8,27,39,10,30,0,4,0.833333333,11,1,14,1,1
20,119015,2023,8,27,39,44,41,0,1,0.041666667,5,2,3,-8,1
14,88443,2023,8,27,39,44,41,0,2,0.125,5,4,6,-1,1
8,79832,2023,8,27,39,44,41,0,3,0.625,5,1,36,-1,1
8,79871,2023,8,27,39,44,41,0,4,0.833333333,5,1,15,-1,1
14,101193,2023,8,27,39,27,39,0,1,0.222222222,12,1,16,1,1
12,80979,2023,8,27,39,27,39,0,2,0.666666667,12,2,32,-2,1
15,85354,2023,8,27,39,27,39,0,3,0.833333333,12,1,12,0,0
14,2516935,2023,8,27,39,27,39,0,5,0.888888889,12,,,0,0
19,110452,2023,8,27,39,30,24,0,1,0.013888889,17,1,1,0,0
11,90194,2023,8,27,39,30,24,0,2,0.138888889,17,4,14,1,0
17,114595,2023,8,27,39,30,24,0,3,0.236111111,17,1,7,0,1
18,80281,2023,8,27,39,30,24,0,4,0.638888889,17,2,29,-2,1
18,79266,2023,8,27,39,30,24,0,5,0.819444444,17,1,13,0,1
16,2505647,2023,8,27,39,30,24,0,7,0.888888889,17,,,0,0
15,102801,2023,8,27,39,16,28,0,1,0.013888889,16,1,1,0,0
4,90892,2023,8,27,39,16,28,0,2,0.152777778,16,4,10,2,0
20,111944,2023,8,27,39,20,33,0,1,0.013888889,8,1,1,0,0
10,89039,2023,8,27,39,20,33,0,2,0.125,8,4,8,-1,1
14,80308,2023,8,27,39,20,33,0,3,0.486111111,8,1,26,-1,1
16,89294,2023,8,27,39,20,33,0,4,0.833333333,8,2,25,0,0
17,2504065,2023,8,27,39,20,33,0,6,0.888888889,8,,,0,0
10,115144,2023,8,27,39,4,26,0,1,0.041666667,5,1,3,-9,1
10,88506,2023,8,27,39,4,26,0,2,0.138888889,5,4,7,1,1
10,80165,2023,8,27,39,4,26,0,3,0.583333333,5,1,33,-1,1
10,81174,2023,8,27,39,4,26,0,4,0.833333333,5,1,21,0,1
7,2540470,2023,8,27,39,4,26,0,6,0.888888889,5,,,0,0
14,116975,2023,8,27,39,31,29,0,1,0.027777778,11,1,2,-2,1
9,89440,2023,8,27,39,31,29,0,2,0.138888889,11,4,8,0,1
7,80543,2023,8,27,39,31,29,0,3,0.597222222,11,1,33,-1,1
6,93888,2023,8,27,39,31,29,0,4,0.847222222,11,1,18,1,1
11,2536320,2023,8,27,39,31,29,0,6,0.888888889,11,,,0,0
13,99743,2023,8,27,39,11,36,0,1,0.013888889,15,1,1,0,1
1,88439,2023,8,27,39,11,36,0,2,0.166666667,15,4,11,0,1
2,78655,2023,8,27,39,11,36,0,3,0.625,15,1,33,0,1
2,78349,2023,8,27,39,11,36,0,4,0.833333333,15,1,16,0,0
6,2562490,2023,8,27,39,11,36,0,6,0.888888889,15,,,-2,0
12,82705,2023,8,27,39,81,25,0,1,0.208333333,3,1,15,-4,1
8,80841,2023,8,27,39,81,25,0,2,0.638888889,3,1,31,-2,1
11,85702,2023,8,27,39,81,25,0,3,0.833333333,3,2,14,0,1
10,2538279,2023,8,27,39,81,25,0,5,0.888888889,3,,,0,0
12,109781,2023,8,27,39,63,28,0,1,0.055555556,5,1,4,-10,1
15,89137,2023,8,27,39,63,28,0,2,0.138888889,5,4,6,-2,1
18,107894,2023,8,27,39,63,28,0,3,0.222222222,5,1,6,0,1
9,82707,2023,8,27,39,63,28,0,4,0.833333333,5,3,44,-1,0
8,2547800,2023,8,27,39,63,28,0,6,0.888888889,5,,,0,0
17,112753,2023,8,27,39,63,28,0,7,0.930555556,5,4,9,-9,1
8,113117,2023,8,27,39,55,31,0,1,0.027777778,18,1,2,-2,1
7,88581,2023,8,27,39,55,31,0,2,0.138888889,18,4,8,-1,1
5,79511,2023,8,27,39,55,31,0,3,0.569444444,18,1,31,0,1
5,81844,2023,8,27,39,55,31,0,4,0.833333333,18,1,21,-1,1
18,114041,2023,8,27,39,18,27,0,1,0.055555556,6,1,4,-4,1
19,89107,2023,8,27,39,18,27,0,2,0.125,6,4,5,-1,1
19,113704,2023,8,27,39,18,27,0,3,0.222222222,6,1,7,0,1
19,80718,2023,8,27,39,18,27,0,4,0.472222222,6,2,18,-1,1
14,86596,2023,8,27,39,18,27,0,5,0.833333333,6,1,26,0,1
13,2516250,2023,8,27,39,18,27,0,7,0.888888889,6,,,0,0
18,106869,2023,8,27,39,22,26,0,1,0.013888889,14,1,1,0,0
8,90464,2023,8,27,39,22,26,0,2,0.138888889,14,4,14,0,1
12,85858,2023,8,27,39,22,26,0,3,0.833333333,14,1,50,0,1
12,2520564,2023,8,27,39,22,26,0,5,0.888888889,14,,,0,0
3,109972,2023,8,27,39,33,28,0,1,0.027777778,9,1,2,-2,1
2,87017,2023,8,27,39,33,28,0,2,0.152777778,9,4,9,0,1
1,78531,2023,8,27,39,33,28,0,3,0.680555556,9,1,38,0,1
1,84682,2023,8,27,39,33,28,0,4,0.847222222,9,1,13,0,1
1,92568,2023,8,27,39,33,28,0,5,0.875,9,4,14,0,1
17,105469,2023,8,27,39,24,27,0,1,0.013888889,7,1,1,0,1
4,89135,2023,8,27,39,24,27,0,2,0.138888889,7,4,9,-1,1
12,79808,2023,8,27,39,24,27,0,3,0.513888889,7,2,27,0,1
13,84048,2023,8,27,39,24,27,0,4,0.833333333,7,1,23,0,1
18,80841,2024,8,25,39,23,30,0,1,0.166666667,19,2,12,-1,1
14,79155,2024,8,25,39,23,30,0,2,0.75,19,3,42,0,1
9,81976,2024,8,25,39,14,45,0,1,0.430555556,18,2,31,-1,1
16,82849,2024,8,25,39,77,36,0,1,0.208333333,10,1,15,-2,1
18,80969,2024,8,25,39,77,36,0,2,0.597222222,10,3,28,-3,1
7,80262,2024,8,25,39,10,30,0,1,0.444444444,11,2,32,-1,1
9,80674,2024,8,25,39,44,41,0,1,0.319444444,5,1,23,0,1
8,78250,2024,8,25,39,44,41,0,2,0.666666667,5,3,25,0,1
12,81339,2024,8,25,39,27,39,0,1,0.194444444,12,2,14,0,1
5,79947,2024,8,25,39,16,28,0,1,0.333333333,16,2,24,0,1
15,83970,2024,8,25,39,20,33,0,1,0.555555556,8,3,40,-2,1
1,79241,2024,8,25,39,4,26,0,1,0.388888889,5,2,28,0,1
16,81104,2024,8,25,39,31,29,0,1,0.416666667,11,2,30,-1,1
3,80183,2024,8,25,39,11,36,0,1,0.402777778,15,2,29,0,1
2,79492,2024,8,25,39,81,25,0,1,0.458333333,3,2,33,-1,1
14,81621,2024,8,25,39,3,37,0,1,0.402777778,3,2,29,-3,1
4,79178,2024,8,25,39,63,28,0,1,0.347222222,5,2,25,-1,1
6,79082,2024,8,25,39,63,28,0,2,0.75,5,3,29,-1,1
3,79673,2024,8,25,39,55,31,0,1,0.416666667,18,2,30,-1,1
17,83235,2024,8,25,39,2,25,0,1,0.305555556,1,2,22,-2,1
11,80575,2024,8,25,39,18,27,0,1,0.416666667,6,2,30,-1,1
13,81182,2024,8,25,39,22,26,0,1,0.194444444,14,1,14,0,1
13,79729,2024,8,25,39,22,26,0,2,0.444444444,14,2,18,0,1
2,79890,2024,8,25,39,33,28,0,1,0.375,9,2,27,0,1
19,81758,2024,8,25,39,24,27,0,1,0.25,7,2,18,-3,1
20,80809,2024,8,25,39,24,27,0,2,0.708333333,7,3,33,0,1
8,101701,2025,8,31,39,23,30,0,1,0.319444444,19,2,23,2,1
6,94627,2025,8,31,39,23,30,0,2,0.736111111,19,3,30,1,1
